Epoch,Latitude_deg,Longitude_deg,Altitude_m,Clock_Bias_m,East_m,North_m,Up_m,ECEF_X_m,ECEF_Y_m,ECEF_Z_m
1,22.305678060041505,114.18039331930916,28.29444378055632,1334814.6969979568,32.046423765781455,-3.066234587051017,8.5564906169879,-2418239.4256781866,5385755.160947094,2405773.3956072563
2,22.305678361274172,114.1803899104721,27.95528722461313,1334834.9361794547,31.69517598519174,-3.0328781706905468,8.21733583048068,-2418238.9715375137,5385755.007024143,2405773.2977420557
3,22.30568217155519,114.18039979979763,29.815032402053475,1334857.206586538,32.71417910557962,-2.6109457070727977,10.07707605295296,-2418240.540299625,5385756.01316149,2405774.393963354
4,22.305673227950397,114.18040197091452,29.881861429661512,1334878.2071667782,32.93789313370175,-3.601314820729386,10.14390344546157,-2418240.9236781565,5385756.320842224,2405773.5030658767
5,22.305669067041332,114.18040087107013,29.589543968439102,1334898.725294856,32.82456477944388,-4.062072897222812,9.851586289349708,-2418240.78114949,5385756.280083018,2405772.9658369618
6,22.30567644955866,114.1803871079524,27.67607033532113,1334917.4568402458,31.40640386984993,-3.2445722560978147,7.93812026537004,-2418238.635202206,5385754.962947647,2405772.9959128397
7,22.305657359348743,114.18040805379437,30.550805893726647,1334941.1574882027,33.564679592865325,-5.358522728121217,10.812843402421583,-2418242.02215546,5385757.2371211,2405772.131241472
8,22.305621228352148,114.18044594003541,35.263673203997314,1334967.188049118,37.468511111645434,-9.359484984428994,15.525684345120686,-2418247.9914442403,5385761.001048935,2405770.2184142545
9,22.30564240650651,114.18040318015147,28.128260294906795,1334981.54111791,33.0624909211289,-7.014323412107277,8.390298811573022,-2418240.9034093907,5385755.971510798,2405769.679868498
10,22.30562434494921,114.18041768921438,29.445106904022396,1335004.426360246,34.557514371247706,-9.014366971414264,9.707134971995522,-2418243.0772233903,5385757.163060148,2405768.329287264
11,22.30562403732513,114.18042788832553,31.512722826562822,1335027.4045573818,35.60844136822138,-9.04843228163184,11.774745068563789,-2418244.8247737754,5385758.48945158,2405769.08252888
12,22.305645170046482,114.1804204850606,31.881702510640025,1335047.8222784055,34.84560622106931,-6.708303135809653,12.14373187012671,-2418243.9048888376,5385758.303073801,2405771.3875989798
13,22.305658140974746,114.18041302764748,30.982724327594042,1335067.5842346116,34.077186998889225,-5.271968653224422,11.244759192293113,-2418242.63991767,5385757.36176268,2405772.3752517733
14,22.305663173986947,114.18040363729575,29.791677305474877,1335087.0365802012,33.10959874103525,-4.7146394479897475,10.053717702902421,-2418241.219225605,5385756.559879939,2405772.4388193423
15,22.30567190720927,114.18038199015362,27.085212220437825,1335105.0416358367,30.879064881251008,-3.7475695843669636,7.34726444607472,-2418238.0084208827,5385754.85442835,2405772.3062955146
16,22.30566454531157,114.1803830403161,26.658024339936674,1335125.784838086,30.98727298975523,-4.562788017238799,6.920075506967046,-2418238.07198744,5385754.731825832,2405771.389939474
17,22.305670256213634,114.1803741520917,25.50069555733353,1335145.306912612,30.07142523271079,-3.9303930108630176,5.762751529630655,-2418236.699603625,5385753.911216085,2405771.535753239
18,22.30566727478711,114.18038590789975,27.16084359958768,1335167.8181796153,31.282750161952308,-4.260539601841015,7.422893535485053,-2418238.485096944,5385754.930522083,2405771.8604149474
19,22.305677549383272,114.18037380169123,25.484670996665955,1335187.2055974284,30.0353184014598,-3.1227849130721888,5.746727587387703,-2418236.535037367,5385753.632849009,2405772.2768477183
20,22.305684132631203,114.18039575213767,29.15533338021487,1335211.586992012,32.29710498902213,-2.393786692706693,9.417379241764156,-2418239.8760618432,5385755.552022793,2405774.3444859786
21,22.305700857449878,114.18039975753298,29.93724669609219,1335233.695770921,32.70982043711708,-0.5417642793724088,10.19929088431556,-2418240.2609516373,5385755.4016468,2405776.3546983516
22,22.305676665301156,114.180391308317,30.910455155186355,1335255.3538407534,31.83922482172985,-3.220682793373487,11.172502952145793,-2418240.2520229993,5385757.507208003,2405774.2456191303
23,22.305705027284045,114.1804142152617,27.808708851225674,1335274.412443224,34.199530223769074,-0.08001469808364903,8.070745252146551,-2418240.741547159,5385752.8350812085,2405775.974010238
24,22.30567186161713,114.18041576413371,28.984254946932197,1335296.8866096141,34.35914014980259,-3.752612050112105,9.246289380484026,-2418241.903593908,5385755.033491325,2405773.0224020407
25,22.305701540387478,114.1804083850448,27.035984439775348,1335315.1164381588,33.598782528501104,-0.46613711470975894,7.298024015364807,-2418239.9607088612,5385752.562668524,2405775.323495591
26,22.305679817490095,114.18046025161485,34.78570383135229,1335342.6479225205,38.943157028127004,-2.871610868294414,15.047712397208565,-2418248.1469393573,5385757.747205553,2405776.0393998087
27,22.305705307784443,114.1804795196615,37.55175716150552,1335365.52534534,40.9285458000845,-0.048937337322703375,17.81375395012426,-2418250.5675153956,5385758.291172598,2405779.700704468
28,22.30574495465759,114.18050133975913,40.22911617625505,1335388.8856882404,43.1768939452862,4.34137010714316,20.491096663716014,-2418252.950653907,5385758.109778494,2405784.778674521
29,22.305724298380795,114.1804771115597,36.616375650279224,1335405.9186610582,40.68040359833927,2.0539868469070672,16.878373695507918,-2418249.659745087,5385756.875219789,2405781.291248906
30,22.305695748968233,114.18049510215047,39.85510759335011,1335429.3903155022,42.53418325153188,-1.1074296738128768,20.117093787386786,-2418253.0697013238,5385759.944012672,2405779.5956457797
31,22.305705327670843,114.18050124046131,38.79736766219139,1335449.7956960492,43.166664791490604,-0.04672917474171091,19.05934970554616,-2418253.0809501377,5385758.424943675,2405780.175511142
32,22.30570811522103,114.18050871538597,39.372053602710366,1335471.1462646786,43.93688404198222,0.2619526486777057,19.63403038300776,-2418253.9533816706,5385758.487607258,2405780.6792139695
33,22.30571616310925,114.18047453977404,32.87952844705433,1335485.8562071135,40.41538562789826,1.1531256928167049,13.141528403319736,-2418248.1419321066,5385754.141797474,2405779.039484202
34,22.30573799943997,114.18044016031503,26.606585145927966,1335500.4731282333,36.87288807437649,3.5711593356290194,6.868605655149145,-2418242.157162924,5385749.4612419,2405778.895703918
35,22.305738200685376,114.18045218994095,25.497474224306643,1335520.1164697907,38.112411280723144,3.5934465822508774,5.759487437551426,-2418242.8641617484,5385748.009713481,2405778.4953595256
36,22.305753066549016,114.18044113019056,24.106844584457576,1335539.841169303,36.97280537676944,5.23961210815204,4.368863355973236,-2418241.041635232,5385746.732835467,2405779.490536658
